,ActualBestHead_Eval,ActualBestHead_Ablated_Eval,ReproducedChoice,LLMChoice,ActualBestHead_VUSPR,ActualBestHead_Ablated_VUSPR,ReproducedChoice_VUSPR,LLMChoice_VUSPR,Fallback_VUSPR
027_NAB_id_27_Facility_tr_757_1st_2582,fft,,fft,ensemble,0.5644991944515811,,0.5644991944515811,0.5629963729261556,0.5629963729261556
028_NAB_id_28_Facility_tr_1007_1st_3447,fft,,fft,forecast,0.4784836929297791,,0.4784836929297791,0.1702459696392196,0.4617972513149851
032_WSD_id_4_WebService_tr_4559_1st_11822,ensemble,,ensemble,ensemble,0.3852082246838068,,0.3852082246838068,0.3852082246838068,0.3852082246838068
039_WSD_id_11_WebService_tr_1746_1st_1846,ensemble,,ensemble,ensemble,0.6564106420157184,,0.6564106420157184,0.6564106420157184,0.6564106420157184
040_WSD_id_12_WebService_tr_4559_1st_9714,time,,ensemble,forecast,0.0259868007723283,,0.0217477359714436,0.0125781937850343,0.0217477359714436
043_WSD_id_15_WebService_tr_4521_1st_6828,ensemble,,ensemble,ensemble,0.6116888227229701,,0.6116888227229701,0.6116888227229701,0.6116888227229701
049_WSD_id_21_WebService_tr_4297_1st_7097,ensemble,,ensemble,ensemble,0.2522379896028507,,0.2522379896028507,0.2522379896028507,0.2522379896028507
054_WSD_id_26_WebService_tr_2409_1st_2509,ensemble,,ensemble,forecast,0.6461788272664896,,0.6461788272664896,0.1144002654780608,0.6461788272664896
058_WSD_id_30_WebService_tr_1136_1st_1236,ensemble,,ensemble,ensemble,0.2584134532607370,,0.2584134532607370,0.2584134532607370,0.2584134532607370
060_WSD_id_32_WebService_tr_4576_1st_4766,ensemble,,ensemble,forecast,0.2440567075496276,,0.2440567075496276,0.1351543319333946,0.2440567075496276
068_WSD_id_40_WebService_tr_4549_1st_13322,ensemble,,ensemble,forecast,0.1467545665038220,,0.1467545665038220,0.0338419350055424,0.1467545665038220
074_WSD_id_46_WebService_tr_990_1st_1090,forecast,,ensemble,fft,0.7267565650807029,,0.3128079622072178,0.2881105698258112,0.3128079622072178
089_WSD_id_61_WebService_tr_1010_1st_1110,forecast,,ensemble,forecast,0.9493587909729247,,0.7927046640377483,0.9493587909729247,0.7927046640377483
094_WSD_id_66_WebService_tr_3309_1st_3914,ensemble,,ensemble,forecast,0.6260470501647712,,0.6260470501647712,0.1424761086300341,0.6260470501647712
099_WSD_id_71_WebService_tr_4559_1st_14411,ensemble,,ensemble,ensemble,0.4819736006716204,,0.4819736006716204,0.4819736006716204,0.4819736006716204
106_WSD_id_78_WebService_tr_3363_1st_3463,fft,,ensemble,ensemble,0.7574923033543973,,0.7568623930478268,0.7568623930478268,0.7568623930478268
113_WSD_id_85_WebService_tr_500_1st_335,ensemble,,ensemble,forecast,0.5918585790355969,,0.5918585790355969,0.1718594305699047,0.5918585790355969
117_WSD_id_89_WebService_tr_3251_1st_3351,ensemble,,ensemble,forecast,0.3882048914119589,,0.3882048914119589,0.3437565270843453,0.3882048914119589
125_WSD_id_97_WebService_tr_2217_1st_2317,fft,,ensemble,forecast,0.2724675748489971,,0.2723947505512558,0.1540233431326394,0.2723947505512558
130_WSD_id_102_WebService_tr_2362_1st_2462,ensemble,,ensemble,forecast,0.4583274408259667,,0.4583274408259667,0.1597317901905901,0.4583274408259667
137_WSD_id_109_WebService_tr_4559_1st_14404,ensemble,,ensemble,ensemble,0.4696048801488129,,0.4696048801488129,0.4696048801488129,0.4696048801488129
139_WSD_id_111_WebService_tr_1701_1st_1801,ensemble,,ensemble,ensemble,0.6120536413668437,,0.6120536413668437,0.6120536413668437,0.6120536413668437
140_MSL_id_1_Sensor_tr_530_1st_630,time,,ensemble,forecast,0.9213973009578020,,0.9073220500812486,0.2023472400862908,0.9073220500812486
141_MSL_id_2_Sensor_tr_500_1st_550,ensemble,,ensemble,forecast,0.7143292043819091,,0.7143292043819091,0.4165549000502344,0.7143292043819091
143_MSL_id_4_Sensor_tr_980_1st_3550,time,,ensemble,ensemble,0.9766562742619926,,0.9730364639723558,0.9730364639723558,0.9730364639723558
144_MSL_id_5_Sensor_tr_1525_1st_4590,forecast,,ensemble,forecast,0.0402974837688562,,0.0241414388081516,0.0402974837688562,0.0241414388081516
145_MSL_id_6_Sensor_tr_530_1st_630,time,,ensemble,ensemble,0.5008405337969901,,0.4508387163836072,0.4508387163836072,0.4508387163836072
147_MSL_id_8_Sensor_tr_590_1st_690,time,,ensemble,forecast,0.4496609826521480,,0.3955984809569126,0.3029095405083406,0.3955984809569126
148_MSL_id_9_Sensor_tr_883_1st_1238,ensemble,,ensemble,ensemble,0.9330047144272716,,0.9330047144272716,0.9330047144272716,0.9330047144272716
149_Stock_id_1_Finance_tr_500_1st_7,forecast,,forecast,forecast,0.9899820767577322,,0.9899820767577322,0.9899820767577322,0.9161142497799704
151_Stock_id_3_Finance_tr_500_1st_62,forecast,,forecast,ensemble,0.9893657774221966,,0.9893657774221966,0.8798088468688190,0.8798088468688190
155_Stock_id_7_Finance_tr_500_1st_18,forecast,,forecast,forecast,0.9951414558901231,,0.9951414558901231,0.9951414558901231,0.9591416168484760
156_Stock_id_8_Finance_tr_500_1st_24,forecast,,forecast,ensemble,0.9259232641122536,,0.9259232641122536,0.1979129846192935,0.1979129846192935
160_Stock_id_12_Finance_tr_500_1st_14,forecast,,forecast,forecast,0.9761717761473075,,0.9761717761473075,0.9761717761473075,0.8238273960337738
162_Stock_id_14_Finance_tr_500_1st_4,forecast,,forecast,ensemble,0.9975380660830132,,0.9975380660830132,0.9547217570637428,0.9547217570637428
165_Stock_id_17_Finance_tr_500_1st_7,forecast,,forecast,forecast,0.9985735210318880,,0.9985735210318880,0.9985735210318880,0.9837878686634088
166_Stock_id_18_Finance_tr_500_1st_18,forecast,,forecast,ensemble,0.9920904642164262,,0.9920904642164262,0.9210628007060228,0.9210628007060228
169_Daphnet_id_1_HumanActivity_tr_9693_1st_20732,time,,,ensemble,0.5460403793290294,,0.5404576687846937,0.5404576687846937,0.5404576687846937
170_MITDB_id_1_Medical_tr_17675_1st_17775,forecast,,time,forecast,0.0656633140123035,,0.0627295955435667,0.0656633140123035,0.0609998107226303
171_MITDB_id_2_Medical_tr_50000_1st_88864,forecast,,time,ensemble,0.0640283981318666,,0.0503257543931495,0.0497237200538475,0.0497237200538475
172_MITDB_id_3_Medical_tr_27274_1st_27374,fft,,time,fft,0.0367352400616621,,0.0312926389070994,0.0367352400616621,0.0330937935607266
173_MITDB_id_4_Medical_tr_13620_1st_13720,forecast,,time,forecast,0.1317513325547708,,0.1052100180023642,0.1317513325547708,0.1058668762376388
175_MITDB_id_6_Medical_tr_27274_1st_27374,fft,,time,fft,0.0450573668546007,,0.0422721624058994,0.0450573668546007,0.0421094471448631
176_MITDB_id_7_Medical_tr_6232_1st_6332,fft,,time,time,0.3570199782704820,,0.2858863933738397,0.2858863933738397,0.3439136679294492
177_MITDB_id_8_Medical_tr_17675_1st_17775,time,,time,forecast,0.0830773559075919,,0.0830773559075919,0.0689101734909224,0.0784740203240983
178_SMD_id_1_Facility_tr_6000_1st_10609,ensemble,,fft,forecast,0.2346819683055170,,0.1433165159412371,0.0722942436521998,0.2346819683055170
179_SMD_id_2_Facility_tr_5925_1st_17580,time,,fft,time,0.9705243197588924,,0.9700839829317036,0.9705243197588924,0.9700839829317036
180_SMD_id_3_Facility_tr_5925_1st_17580,ensemble,,fft,time,0.9425282162463424,,0.9425282162463424,0.9409599676338524,0.9425282162463424
181_SMD_id_4_Facility_tr_5000_1st_15144,fft,,fft,ensemble,0.7626683985979713,,0.7626683985979713,0.7474066606490459,0.7474066606490459
183_SMD_id_6_Facility_tr_5925_1st_17580,fft,,fft,ensemble,0.9718983589886142,,0.9718983589886142,0.9702528530278566,0.9702528530278566
184_SMD_id_7_Facility_tr_7119_1st_15849,ensemble,,fft,ensemble,0.7017541236258886,,0.6955597619403263,0.7017541236258886,0.7017541236258886
185_SMD_id_8_Facility_tr_5000_1st_15144,fft,,fft,ensemble,0.7505982803705806,,0.7505982803705806,0.7158706488732925,0.7158706488732925
187_SMD_id_10_Facility_tr_5000_1st_15849,ensemble,,fft,ensemble,0.4418576916426222,,0.4261479949613400,0.4418576916426222,0.4418576916426222
188_SMD_id_11_Facility_tr_500_1st_392,time,,fft,ensemble,0.3895412564681727,,0.3024249350123216,0.3386992728964939,0.3386992728964939
189_SMD_id_12_Facility_tr_5925_1st_17580,ensemble,,fft,time,0.8516716580145457,,0.8516716580145457,0.8516716580145457,0.8516716580145457
190_SMD_id_13_Facility_tr_7119_1st_15849,fft,,fft,ensemble,0.7455837811306276,,0.7455837811306276,0.7441291110984506,0.7441291110984506
191_SMD_id_14_Facility_tr_4596_1st_4696,ensemble,,fft,time,0.8866876167766931,,0.8626797998742559,0.8620466826394400,0.8866876167766931
192_SMD_id_15_Facility_tr_5925_1st_17580,fft,,fft,ensemble,0.9435268060108296,,0.9435268060108296,0.9425708478556608,0.9425708478556608
194_SMD_id_17_Facility_tr_5925_1st_17580,fft,,fft,time,0.8597006669085647,,0.8597006669085647,0.8482199185432928,0.8274637973663780
195_SMD_id_18_Facility_tr_5925_1st_17580,ensemble,,fft,time,0.9293399125684080,,0.9293399125684080,0.9293399125684080,0.9293399125684080
196_SMD_id_19_Facility_tr_7174_1st_21230,time,,fft,forecast,0.8867410432744962,,0.8632499663602460,0.1025544017265578,0.8652834786330892
197_SMD_id_20_Facility_tr_5000_1st_15144,fft,,fft,ensemble,0.7535335073748375,,0.7535335073748375,0.7454295486770780,0.7454295486770780
198_SMD_id_21_Facility_tr_5925_1st_17580,time,,fft,time,0.8812814856050712,,0.8612222305767262,0.8812814856050712,0.8439193608851436
199_SMD_id_22_Facility_tr_5925_1st_17580,fft,,fft,ensemble,0.7923137803998099,,0.7923137803998099,0.7876895363260836,0.7876895363260836
201_SMD_id_24_Facility_tr_7174_1st_21230,time,,fft,ensemble,0.8977883788444199,,0.8709632544840812,0.8760383380901584,0.8760383380901584
202_SMD_id_25_Facility_tr_6250_1st_21230,time,,fft,forecast,0.8659078063269522,,0.8439277005092751,0.0473449165320561,0.8466830513814509
203_SMD_id_26_Facility_tr_7174_1st_21230,ensemble,,fft,ensemble,0.8524672592685547,,0.8520774108288964,0.8524672592685547,0.8524672592685547
204_SMD_id_27_Facility_tr_5000_1st_15144,time,,fft,ensemble,0.7686079177974126,,0.7673661015272306,0.6921665646173669,0.6921665646173669
205_SMD_id_28_Facility_tr_5925_1st_17580,ensemble,,fft,fft,0.9649135857672132,,0.9649135857672132,0.9649135857672132,0.9649135857672132
206_SMD_id_29_Facility_tr_6250_1st_21230,time,,fft,forecast,0.8697727915984544,,0.8439277005092751,0.0404607688747984,0.8410863155380734
207_SMD_id_30_Facility_tr_7174_1st_21230,time,,fft,ensemble,0.8638239058862888,,0.8634737536395491,0.8635097971163657,0.8635097971163657
208_SMD_id_31_Facility_tr_5000_1st_15144,fft,,fft,time,0.6378251883890891,,0.6378251883890891,0.6208390192002322,0.6231474448297178
209_SMD_id_32_Facility_tr_5925_1st_17580,fft,,fft,forecast,0.3615134498011841,,0.3615134498011841,0.1344037509069952,0.3549347650880810
211_SMD_id_34_Facility_tr_5925_1st_17580,ensemble,,fft,time,0.8601704156693543,,0.8601704156693543,0.8601704156693543,0.8601704156693543
212_SMD_id_35_Facility_tr_5925_1st_17580,fft,,fft,time,0.9257109593713778,,0.9257109593713778,0.9257109593713778,0.9224455308783198
213_SMD_id_36_Facility_tr_5925_1st_17580,time,,fft,time,0.9334096646491752,,0.9121178001739132,0.9334096646491752,0.9249171699322970
214_SMD_id_37_Facility_tr_5925_1st_17580,time,,fft,time,0.9705243197588924,,0.9700839829317036,0.9705243197588924,0.9700839829317036
215_SMD_id_38_Facility_tr_5925_1st_17580,fft,,fft,ensemble,0.8611107581839802,,0.8611107581839802,0.8576973687191836,0.8576973687191836
216_LTDB_id_1_Medical_tr_500_1st_266,forecast,,fft,forecast,0.1975159311116966,,0.1636271549235526,0.1975159311116966,0.1546392011320168
218_LTDB_id_3_Medical_tr_500_1st_266,forecast,,fft,ensemble,0.1902062813491110,,0.1236288947291432,0.1214622804636799,0.1214622804636799
219_LTDB_id_4_Medical_tr_3618_1st_3718,fft,,fft,ensemble,0.4904320697620188,,0.4904320697620188,0.4430085935611803,0.4430085935611803
220_LTDB_id_5_Medical_tr_500_1st_26,fft,,fft,forecast,0.6824389159416573,,0.6824389159416573,0.4111165906822944,0.6689046398714984
221_LTDB_id_6_Medical_tr_500_1st_26,forecast,,fft,fft,0.4128669747749073,,0.3536864929250125,0.3536864929250125,0.3561931451177540
222_LTDB_id_7_Medical_tr_3618_1st_3718,fft,,fft,time,0.9301167413382350,,0.9301167413382350,0.9293014478163888,0.8317125402192530
223_LTDB_id_8_Medical_tr_4456_1st_4556,forecast,,fft,forecast,0.2164970970668407,,0.1608713148604707,0.2164970970668407,0.1603333425587595
224_LTDB_id_9_Medical_tr_4456_1st_4556,fft,,fft,ensemble,0.3648421190582308,,0.3648421190582308,0.3437466724051365,0.3437466724051365
225_MGAB_id_1_Synthetic_tr_25000_1st_38478,forecast,,forecast,forecast,0.0056374392828236,,0.0056374392828236,0.0056374392828236,0.0038908709690727
226_MGAB_id_2_Synthetic_tr_20000_1st_45134,forecast,,forecast,forecast,0.0044051369406780,,0.0044051369406780,0.0044051369406780,0.0038056630384575
227_MGAB_id_3_Synthetic_tr_25000_1st_44340,forecast,,forecast,forecast,0.0038521550730408,,0.0038521550730408,0.0038521550730408,0.0026845367120982
228_MGAB_id_4_Synthetic_tr_25000_1st_38948,fft,,forecast,forecast,0.0076158460857275,,0.0051485709651304,0.0051485709651304,0.0071782140374162
229_MGAB_id_5_Synthetic_tr_25000_1st_33098,forecast,,forecast,fft,0.0058282518716335,,0.0058282518716335,0.0047812809028012,0.0046907860586244
231_MGAB_id_7_Synthetic_tr_25000_1st_35544,forecast,,forecast,forecast,0.0031765648302805,,0.0031765648302805,0.0031765648302805,0.0028926746066526
232_MGAB_id_8_Synthetic_tr_25000_1st_32708,forecast,,forecast,forecast,0.0054797611466862,,0.0054797611466862,0.0054797611466862,0.0042906327596840
233_MGAB_id_9_Synthetic_tr_25000_1st_41300,forecast,,forecast,forecast,0.0052094933807792,,0.0052094933807792,0.0052094933807792,0.0046739704095912
234_SED_id_1_Medical_tr_3740_1st_3840,forecast,,forecast,fft,0.0713540986625827,,0.0713540986625827,0.0435054858992336,0.0447034500060491
236_SED_id_3_Medical_tr_3740_1st_3840,forecast,,forecast,forecast,0.0537866262332209,,0.0537866262332209,0.0537866262332209,0.0373999837061806
237_SVDB_id_1_Medical_tr_11587_1st_11687,fft,,fft,ensemble,0.6794402884230215,,0.6794402884230215,0.4797152816596344,0.4797152816596344
238_SVDB_id_2_Medical_tr_25000_1st_71963,fft,,fft,time,0.6650124532041497,,0.6650124532041497,0.6580429241099616,0.0985758298009391
239_SVDB_id_3_Medical_tr_50000_1st_106634,fft,,fft,time,0.3095224335599266,,0.3095224335599266,0.3016985227900907,0.2075918004360215
240_SVDB_id_4_Medical_tr_18462_1st_18562,fft,,fft,fft,0.4571246860836692,,0.4571246860836692,0.4571246860836692,0.3063015749959075
241_SVDB_id_5_Medical_tr_11587_1st_11687,forecast,,fft,ensemble,0.1139696252224217,,0.0764050131017160,0.0750394960026403,0.0750394960026403
243_SVDB_id_7_Medical_tr_11393_1st_11493,fft,,fft,ensemble,0.1786156087419917,,0.1786156087419917,0.1482018210565031,0.1482018210565031
244_SVDB_id_8_Medical_tr_17803_1st_17903,fft,,fft,ensemble,0.0538615015861896,,0.0538615015861896,0.0434082667323783,0.0434082667323783
245_SVDB_id_9_Medical_tr_12607_1st_12707,fft,,fft,ensemble,0.5548729948887476,,0.5548729948887476,0.5007821567370898,0.5007821567370898
246_SVDB_id_10_Medical_tr_20100_1st_68460,time,,fft,time,0.0160802907584261,,0.0148146440552542,0.0160802907584261,0.0118051851304552
247_SVDB_id_11_Medical_tr_20100_1st_23611,time,,fft,time,0.6184898454173853,,0.5931189273491241,0.6184898454173853,0.3061405699145623
248_SVDB_id_12_Medical_tr_18462_1st_18562,time,,fft,ensemble,0.5745976973309349,,0.5619544417429806,0.5607115578109676,0.5607115578109676
249_SVDB_id_13_Medical_tr_50000_1st_54982,ensemble,,fft,ensemble,0.3286954937311474,,0.3266448069147317,0.3286954937311474,0.3286954937311474
250_SVDB_id_14_Medical_tr_50000_1st_107354,fft,,fft,ensemble,0.5871178755943186,,0.5871178755943186,0.4225012940829232,0.4225012940829232
251_SVDB_id_15_Medical_tr_5421_1st_5521,fft,,fft,time,0.6807899654849163,,0.6807899654849163,0.6698671310448879,0.4656723093362928
253_SVDB_id_17_Medical_tr_17803_1st_17903,time,,fft,fft,0.1099522675461320,,0.0493584695585101,0.0493584695585101,0.0408572087631997
254_SVDB_id_18_Medical_tr_30824_1st_30924,fft,,fft,ensemble,0.2976264454224979,,0.2976264454224979,0.2497868983029336,0.2497868983029336
255_SVDB_id_19_Medical_tr_50000_1st_54982,ensemble,,fft,forecast,0.3262245869387333,,0.2903441734890737,0.0563344997107292,0.3262245869387333
256_SVDB_id_20_Medical_tr_6264_1st_6364,time,,fft,time,0.1461777360797334,,0.1439955675526575,0.1461777360797334,0.0815838709652996
257_TAO_id_1_Environment_tr_500_1st_3,forecast,,forecast,time,0.9973657534493428,,0.9973657534493428,0.9049769619625802,0.9666007116941766
258_TAO_id_2_Environment_tr_500_1st_4,forecast,,forecast,ensemble,0.9985137508237868,,0.9985137508237868,0.9824943496008864,0.9824943496008864
260_IOPS_id_1_WebService_tr_5000_1st_11804,ensemble,,time,time,0.2651121474222908,,0.2085823126086208,0.2085823126086208,0.2651121474222908
261_IOPS_id_2_WebService_tr_2178_1st_2278,time,,time,time,0.7788830579350249,,0.7788830579350249,0.7788830579350249,0.7248834648784630
262_IOPS_id_3_WebService_tr_7028_1st_7128,ensemble,,time,ensemble,0.1928870709006951,,0.1690817902363181,0.1928870709006951,0.1928870709006951
263_IOPS_id_4_WebService_tr_3482_1st_3582,ensemble,,time,ensemble,0.6695062918987534,,0.6672174930423580,0.6695062918987534,0.6695062918987534
264_IOPS_id_5_WebService_tr_11665_1st_11765,time,,time,time,0.4625493357439231,,0.4625493357439231,0.4625493357439231,0.4587069587583317
266_IOPS_id_7_WebService_tr_4010_1st_4110,forecast,,time,ensemble,0.0627981441774690,,0.0400046840522592,0.0415958894911793,0.0415958894911793
267_IOPS_id_8_WebService_tr_1534_1st_1882,time,,time,ensemble,0.3042033410903937,,0.3042033410903937,0.2635699501992580,0.2635699501992580
268_IOPS_id_9_WebService_tr_6216_1st_6316,time,,time,forecast,0.3235809560500118,,0.3235809560500118,0.1831210702492138,0.3227085456172360
269_IOPS_id_10_WebService_tr_1216_1st_1728,ensemble,,time,ensemble,0.7486925429575444,,0.4902685476078948,0.7486925429575444,0.7486925429575444
271_IOPS_id_12_WebService_tr_500_1st_341,ensemble,,time,time,0.6813180812384841,,0.4619603071371336,0.4619603071371336,0.6813180812384841
272_IOPS_id_13_WebService_tr_3442_1st_3542,fft,,time,ensemble,0.6185160492244416,,0.6138392484687304,0.6181996327393152,0.6181996327393152
273_IOPS_id_14_WebService_tr_5569_1st_5669,ensemble,,time,fft,0.5761985808279212,,0.5687704373634771,0.5693565715421962,0.5761985808279212
274_IOPS_id_15_WebService_tr_4591_1st_4691,ensemble,,time,forecast,0.5988777803426706,,0.5887252838803091,0.2289914207972136,0.5988777803426706
275_IOPS_id_16_WebService_tr_1482_1st_1582,ensemble,,time,ensemble,0.1945845409145544,,0.1758471188681934,0.1945845409145544,0.1945845409145544
276_IOPS_id_17_WebService_tr_19197_1st_19297,time,,time,ensemble,0.3759075151620699,,0.3759075151620699,0.3731148412228882,0.3731148412228882
277_NEK_id_1_WebService_tr_500_1st_17,time,,ensemble,time,0.3365396254347749,,0.3358064236364423,0.3365396254347749,0.3358064236364423
278_NEK_id_2_WebService_tr_500_1st_64,ensemble,,ensemble,time,0.2068429984165005,,0.2068429984165005,0.2025164219234113,0.2068429984165005
279_NEK_id_3_WebService_tr_500_1st_974,fft,,ensemble,fft,0.8492113423675438,,0.8066081681706665,0.8492113423675438,0.8066081681706665
281_NEK_id_5_WebService_tr_500_1st_974,ensemble,,ensemble,ensemble,0.8362632239731128,,0.8362632239731128,0.8362632239731128,0.8362632239731128
282_NEK_id_6_WebService_tr_500_1st_64,ensemble,,ensemble,forecast,0.2229852492830669,,0.2229852492830669,0.1944596581225875,0.2229852492830669
283_NEK_id_7_WebService_tr_500_1st_777,ensemble,,ensemble,ensemble,0.7665715770406581,,0.7665715770406581,0.7665715770406581,0.7665715770406581
284_NEK_id_8_WebService_tr_500_1st_976,ensemble,,ensemble,ensemble,0.7197736416755233,,0.7197736416755233,0.7197736416755233,0.7197736416755233
285_NEK_id_9_WebService_tr_500_1st_780,ensemble,,ensemble,ensemble,0.7364202108179555,,0.7364202108179555,0.7364202108179555,0.7364202108179555
286_CATSv2_id_1_Sensor_tr_17792_1st_17892,time,,,ensemble,0.3461671423682030,,0.2841207572772729,0.2841207572772729,0.2841207572772729
287_TODS_id_1_Synthetic_tr_500_1st_11,forecast,,time,forecast,0.8971587517564691,,0.8615607979061571,0.8971587517564691,0.8753307056179869
288_TODS_id_2_Synthetic_tr_500_1st_65,forecast,,time,forecast,0.8088743495049130,,0.7706098106187053,0.8088743495049130,0.7778164061090727
289_TODS_id_3_Synthetic_tr_500_1st_26,forecast,,time,ensemble,0.8896065290476975,,0.7263828424399569,0.7513899295353004,0.7513899295353004
290_TODS_id_4_Synthetic_tr_500_1st_26,forecast,,time,ensemble,0.7143957465801631,,0.6842193920718683,0.6993084380724269,0.6993084380724269
292_TODS_id_6_Synthetic_tr_500_1st_11,forecast,,time,forecast,0.8958719951029586,,0.8438083072534529,0.8958719951029586,0.8568579317863690
293_TODS_id_7_Synthetic_tr_500_1st_7,ensemble,,time,ensemble,0.6038989523887883,,0.5865837592147841,0.6038989523887883,0.6038989523887883
294_TODS_id_8_Synthetic_tr_500_1st_200,ensemble,,time,ensemble,0.5515663489159669,,0.5488029027973113,0.5515663489159669,0.5515663489159669
295_TODS_id_9_Synthetic_tr_1250_1st_2046,ensemble,,time,ensemble,0.6130660041149454,,0.5705814750011673,0.6130660041149454,0.6130660041149454
296_TODS_id_10_Synthetic_tr_500_1st_26,forecast,,time,forecast,0.9280960811786760,,0.7566020331717568,0.9280960811786760,0.7857389019037673
297_TODS_id_11_Synthetic_tr_500_1st_7,forecast,,time,ensemble,0.6775238366969990,,0.5285237780777022,0.5703577226409048,0.5703577226409048
298_TODS_id_12_Synthetic_tr_500_1st_0,ensemble,,time,forecast,0.7417200691664643,,0.7100815020133682,0.7211058364557198,0.7417200691664643
299_TODS_id_13_Synthetic_tr_500_1st_65,forecast,,time,ensemble,0.8739148862323712,,0.7314406900115202,0.7461253015533083,0.7461253015533083
301_TODS_id_15_Synthetic_tr_500_1st_245,time,,time,ensemble,0.4736129875017320,,0.4736129875017320,0.4603988926356538,0.4603988926356538
302_Power_id_1_Facility_tr_7685_1st_7785,forecast,,,forecast,0.0823115029862769,,0.0724705649980358,0.0823115029862769,0.0724705649980358
304_UCR_id_2_Medical_tr_2499_1st_7000,time,,time,ensemble,0.0714857169475246,,0.0714857169475246,0.0617309141533972,0.0617309141533972
307_UCR_id_5_Facility_tr_29895_1st_39240,fft,,time,forecast,0.0015301131647740,,0.0010434970766527,0.0009643847236347,0.0011675975043194
309_UCR_id_7_Medical_tr_3000_1st_5948,time,,time,forecast,0.1584964435399058,,0.1584964435399058,0.0329539283904894,0.1042935334625020
310_UCR_id_8_HumanActivity_tr_2631_1st_8285,forecast,,time,ensemble,0.0048115251899169,,0.0030067865505602,0.0030059001443693,0.0030059001443693
311_UCR_id_9_HumanActivity_tr_16000_1st_38400,time,,time,time,0.0414884576861679,,0.0414884576861679,0.0414884576861679,0.0330394985331865
313_UCR_id_11_Sensor_tr_2827_1st_4711,fft,,time,time,0.4102253985845789,,0.3911552537731505,0.3911552537731505,0.2968018598259269
315_UCR_id_13_HumanActivity_tr_16000_1st_33070,time,,time,time,0.0233552126156189,,0.0233552126156189,0.0233552126156189,0.0101773398427759
316_UCR_id_14_Sensor_tr_2833_1st_5988,ensemble,,time,ensemble,0.1719247629918376,,0.1335286401071237,0.1719247629918376,0.1719247629918376
